일시,광진구,동대문구,성동구,중랑구,일,월,년,요일,주,주말평일
2020-01-24,2.388,1.392,1.864,1.288,24,1,2020,4,4,주말
2020-01-25,1.936,1.168,1.362,0.954,25,1,2020,5,4,주말
2020-01-26,2.83,1.442,2.202,1.22,26,1,2020,6,4,주말
2020-01-27,1.984,1.24,1.42,1.016,27,1,2020,0,5,평일
2020-01-28,3.61,2.424,3.022,1.678,28,1,2020,1,5,평일
2020-01-29,4.224,2.752,3.474,1.936,29,1,2020,2,5,평일
2020-01-30,4.364,2.758,3.672,2.064,30,1,2020,3,5,평일
2020-01-31,4.118,2.576,3.468,1.824,31,1,2020,4,5,평일
2020-02-01,3.236,2.158,2.398,1.574,1,2,2020,5,5,주말
2020-02-02,2.868,1.794,1.994,1.148,2,2,2020,6,5,주말
2020-02-03,3.4,2.112,2.962,1.484,3,2,2020,0,6,평일
2020-02-04,2.76,1.772,2.416,1.066,4,2,2020,1,6,평일
2020-02-05,2.652,1.548,2.12,0.972,5,2,2020,2,6,평일
2020-02-06,2.838,1.734,2.284,1.012,6,2,2020,3,6,평일
2020-02-07,3.128,2.094,2.622,1.362,7,2,2020,4,6,평일
2020-02-08,2.704,1.858,2.048,1.252,8,2,2020,5,6,주말
2020-02-09,2.606,1.64,1.892,1.078,9,2,2020,6,6,주말
2020-02-10,3.906,2.54,3.406,1.568,10,2,2020,0,7,평일
2020-02-11,4.614,3.094,4.108,1.982,11,2,2020,1,7,평일
2020-02-12,1.238,0.752,1.204,0.576,12,2,2020,2,7,평일
2020-02-13,3.71,2.69,3.394,1.764,13,2,2020,3,7,평일
2020-02-14,4.814,3.004,3.986,2.126,14,2,2020,4,7,평일
2020-02-15,3.718,2.248,2.902,1.738,15,2,2020,5,7,주말
2020-02-16,0.948,0.538,0.612,0.468,16,2,2020,6,7,주말
2020-02-17,1.54,0.996,1.388,0.746,17,2,2020,0,8,평일
2020-02-18,2.106,1.452,2.12,0.968,18,2,2020,1,8,평일
2020-02-19,3.774,2.448,3.206,1.628,19,2,2020,2,8,평일
2020-02-20,3.964,2.766,3.602,1.916,20,2,2020,3,8,평일
2020-02-21,3.37,2.23,2.83,1.494,21,2,2020,4,8,평일
2020-02-22,2.22,1.28,1.55,0.88,22,2,2020,5,8,주말
2020-02-23,2.934,1.742,2.32,1.298,23,2,2020,6,8,주말
2020-02-24,3.89,2.698,3.746,1.756,24,2,2020,0,9,평일
2020-02-25,1.844,1.186,1.616,0.878,25,2,2020,1,9,평일
2020-02-26,3.982,2.758,3.67,1.872,26,2,2020,2,9,평일
2020-02-27,4.452,2.796,4.042,2.036,27,2,2020,3,9,평일
2020-02-28,1.418,1.038,1.346,0.662,28,2,2020,4,9,평일
2020-02-29,4.004,2.424,3.872,1.858,29,2,2020,5,9,주말
2020-03-01,2.734,1.692,2.444,1.424,1,3,2020,6,9,주말
2020-03-02,3.838,2.644,4.144,1.802,2,3,2020,0,10,평일
2020-03-03,4.254,2.712,4.168,2.026,3,3,2020,1,10,평일
2020-03-04,3.328,2.302,3.072,1.586,4,3,2020,2,10,평일
2020-03-05,3.72,2.436,3.628,1.804,5,3,2020,3,10,평일
2020-03-06,4.38,2.914,4.478,2.0,6,3,2020,4,10,평일
2020-03-07,5.144,2.64,4.646,2.178,7,3,2020,5,10,주말
2020-03-08,7.346,3.2,6.236,2.536,8,3,2020,6,10,주말
2020-03-09,6.842,3.544,5.984,2.556,9,3,2020,0,11,평일
2020-03-10,1.268,0.746,0.942,0.636,10,3,2020,1,11,평일
2020-03-11,5.178,3.154,4.606,2.406,11,3,2020,2,11,평일
2020-03-12,6.02,3.204,5.246,2.418,12,3,2020,3,11,평일
2020-03-13,5.116,3.126,4.624,2.276,13,3,2020,4,11,평일
2020-03-14,5.064,2.764,4.422,2.358,14,3,2020,5,11,주말
2020-03-15,4.026,2.358,3.562,1.808,15,3,2020,6,11,주말
2020-03-16,4.528,2.866,4.348,2.006,16,3,2020,0,12,평일
2020-03-17,5.428,3.126,4.76,2.362,17,3,2020,1,12,평일
2020-03-18,8.032,3.89,6.412,2.934,18,3,2020,2,12,평일
2020-03-19,2.844,1.926,2.402,1.308,19,3,2020,3,12,평일
2020-03-20,6.322,3.66,5.5,2.828,20,3,2020,4,12,평일
2020-03-21,8.388,3.984,7.204,3.256,21,3,2020,5,12,주말
2020-03-22,9.314,3.804,7.798,2.982,22,3,2020,6,12,주말
2020-03-23,7.918,4.2,6.9,3.052,23,3,2020,0,13,평일
2020-03-24,8.888,4.524,7.802,3.572,24,3,2020,1,13,평일
2020-03-25,9.53,4.944,8.19,3.71,25,3,2020,2,13,평일
2020-03-26,5.112,3.226,4.744,2.44,26,3,2020,3,13,평일
2020-03-27,6.652,4.272,6.254,3.296,27,3,2020,4,13,평일
2020-03-28,7.972,4.208,7.538,3.65,28,3,2020,5,13,주말
2020-03-29,8.954,4.228,8.56,3.634,29,3,2020,6,13,주말
2020-03-30,8.092,4.62,7.712,3.678,30,3,2020,0,14,평일
2020-03-31,8.884,5.112,8.16,4.226,31,3,2020,1,14,평일
2020-04-01,7.884,4.858,7.286,3.782,1,4,2020,2,14,평일
2020-04-02,8.456,4.742,7.528,3.82,2,4,2020,3,14,평일
2020-04-03,8.646,5.056,8.25,4.026,3,4,2020,4,14,평일
2020-04-04,8.18,4.69,7.456,3.976,4,4,2020,5,14,주말
2020-04-05,7.72,4.126,7.508,3.764,5,4,2020,6,14,주말
2020-04-06,7.918,4.534,7.668,3.556,6,4,2020,0,15,평일
2020-04-07,8.646,5.03,7.918,4.182,7,4,2020,1,15,평일
2020-04-08,7.936,5.264,7.606,4.034,8,4,2020,2,15,평일
2020-04-09,8.236,5.152,7.44,4.216,9,4,2020,3,15,평일
2020-04-10,8.414,4.99,7.714,4.036,10,4,2020,4,15,평일
2020-04-11,9.248,4.994,7.778,4.456,11,4,2020,5,15,주말
2020-04-12,8.0,3.926,6.952,3.476,12,4,2020,6,15,주말
2020-04-13,8.684,5.504,8.442,4.17,13,4,2020,0,16,평일
2020-04-14,9.12,5.958,8.302,4.482,14,4,2020,1,16,평일
2020-04-15,10.564,5.666,9.384,5.366,15,4,2020,2,16,평일
2020-04-16,10.162,5.53,8.294,4.54,16,4,2020,3,16,평일
2020-04-17,3.798,2.7,2.916,2.04,17,4,2020,4,16,평일
2020-04-18,11.258,6.128,9.296,5.75,18,4,2020,5,16,주말
2020-04-19,3.37,1.924,2.938,1.848,19,4,2020,6,16,주말
2020-04-20,5.634,3.894,5.458,3.224,20,4,2020,0,17,평일
2020-04-21,5.59,4.234,5.726,3.308,21,4,2020,1,17,평일
2020-04-22,5.188,3.732,4.748,2.904,22,4,2020,2,17,평일
2020-04-23,6.774,4.59,6.002,3.486,23,4,2020,3,17,평일
2020-04-24,7.62,5.06,6.86,3.902,24,4,2020,4,17,평일
2020-04-25,9.586,5.208,7.822,4.374,25,4,2020,5,17,주말
2020-04-26,9.688,5.26,8.864,4.294,26,4,2020,6,17,주말
2020-04-27,7.762,5.264,7.67,4.044,27,4,2020,0,18,평일
2020-04-28,9.01,5.97,8.72,4.634,28,4,2020,1,18,평일
2020-04-29,9.246,6.128,8.824,4.788,29,4,2020,2,18,평일
2020-04-30,11.848,5.988,10.096,5.778,30,4,2020,3,18,주말
2020-05-01,11.53,6.216,9.376,5.392,1,5,2020,4,18,평일
2020-05-02,10.51,5.424,8.616,5.068,2,5,2020,5,18,주말
2020-05-03,11.066,5.416,9.142,4.858,3,5,2020,6,18,주말
2020-05-04,11.466,5.876,9.51,5.284,4,5,2020,0,19,평일
2020-05-05,11.26,5.546,9.314,5.286,5,5,2020,1,19,주말
2020-05-06,9.89,6.274,8.46,5.05,6,5,2020,2,19,평일
2020-05-07,9.848,6.014,8.248,5.572,7,5,2020,3,19,평일
2020-05-08,6.114,4.554,6.004,3.728,8,5,2020,4,19,평일
2020-05-09,1.04,0.66,0.71,0.588,9,5,2020,5,19,주말
2020-05-10,8.058,4.198,6.622,4.156,10,5,2020,6,19,주말
2020-05-11,8.22,5.27,7.166,4.548,11,5,2020,0,20,평일
2020-05-12,8.118,5.47,7.324,4.846,12,5,2020,1,20,평일
2020-05-13,9.202,5.88,8.248,5.452,13,5,2020,2,20,평일
2020-05-14,8.858,6.478,8.164,5.752,14,5,2020,3,20,평일
2020-05-15,1.588,1.044,1.086,0.846,15,5,2020,4,20,평일
2020-05-16,7.188,4.538,6.054,4.25,16,5,2020,5,20,주말
2020-05-17,10.754,5.972,9.568,5.614,17,5,2020,6,20,주말
2020-05-18,3.838,2.816,3.612,2.18,18,5,2020,0,21,평일
2020-05-19,5.558,4.012,4.936,3.07,19,5,2020,1,21,평일
2020-05-20,8.398,6.51,8.296,5.274,20,5,2020,2,21,평일
2020-05-21,8.906,6.682,8.884,5.8,21,5,2020,3,21,평일
2020-05-22,8.832,6.448,8.428,5.362,22,5,2020,4,21,평일
2020-05-23,12.18,6.764,9.37,5.952,23,5,2020,5,21,주말
2020-05-24,9.69,5.562,8.116,4.6,24,5,2020,6,21,주말
2020-05-25,10.29,6.402,9.002,5.298,25,5,2020,0,22,평일
2020-05-26,7.082,5.06,6.12,3.888,26,5,2020,1,22,평일
2020-05-27,10.642,7.032,9.32,5.456,27,5,2020,2,22,평일
2020-05-28,10.59,6.998,8.974,5.53,28,5,2020,3,22,평일
2020-05-29,10.916,7.312,9.294,6.02,29,5,2020,4,22,평일
2020-05-30,11.88,6.894,10.316,6.078,30,5,2020,5,22,주말
2020-05-31,11.23,6.274,9.04,5.366,31,5,2020,6,22,주말
2020-06-01,10.832,6.674,9.158,5.632,1,6,2020,0,23,평일
2020-06-02,7.798,5.862,7.05,4.778,2,6,2020,1,23,평일
2020-06-03,10.556,7.328,8.958,5.978,3,6,2020,2,23,평일
2020-06-04,10.164,7.192,8.58,6.084,4,6,2020,3,23,평일
2020-06-05,11.056,7.682,9.36,6.168,5,6,2020,4,23,평일
2020-06-06,11.886,7.078,9.388,6.262,6,6,2020,5,23,주말
2020-06-07,11.026,7.156,9.482,5.808,7,6,2020,6,23,주말
2020-06-08,10.232,7.644,8.876,5.706,8,6,2020,0,24,평일
2020-06-09,10.31,7.41,8.864,5.854,9,6,2020,1,24,평일
2020-06-10,5.766,4.368,5.002,3.266,10,6,2020,2,24,평일
2020-06-11,9.83,7.154,8.872,5.414,11,6,2020,3,24,평일
2020-06-12,11.202,8.07,9.57,6.12,12,6,2020,4,24,평일
2020-06-13,9.54,6.434,7.484,5.136,13,6,2020,5,24,주말
2020-06-14,9.65,6.286,8.002,5.156,14,6,2020,6,24,주말
2020-06-15,9.974,7.78,9.07,5.83,15,6,2020,0,25,평일
2020-06-16,9.928,7.654,8.722,5.794,16,6,2020,1,25,평일
2020-06-17,10.588,7.506,8.76,5.848,17,6,2020,2,25,평일
2020-06-18,11.174,7.672,8.976,6.278,18,6,2020,3,25,평일
2020-06-19,11.092,7.93,9.084,6.034,19,6,2020,4,25,평일
2020-06-20,10.758,6.942,8.342,6.14,20,6,2020,5,25,주말
2020-06-21,10.154,6.632,8.312,5.492,21,6,2020,6,25,주말
2020-06-22,9.648,7.204,7.88,5.382,22,6,2020,0,26,평일
2020-06-23,10.312,7.604,8.522,5.958,23,6,2020,1,26,평일
2020-06-24,2.07,1.364,1.492,1.084,24,6,2020,2,26,평일
2020-06-25,5.06,2.976,4.084,1.786,25,6,2020,3,26,평일
2020-06-26,9.178,6.414,7.704,5.052,26,6,2020,4,26,평일
2020-06-27,10.948,7.24,9.334,6.284,27,6,2020,5,26,주말
2020-06-28,11.762,6.704,8.558,5.632,28,6,2020,6,26,주말
2020-06-29,7.042,5.296,5.936,4.066,29,6,2020,0,27,평일
2020-06-30,3.952,2.812,3.05,2.004,30,6,2020,1,27,평일
2020-07-01,10.132,7.746,8.648,6.072,1,7,2020,2,27,평일
2020-07-02,10.74,7.74,8.688,6.252,2,7,2020,3,27,평일
2020-07-03,10.232,7.18,8.6,6.108,3,7,2020,4,27,평일
2020-07-04,10.608,6.468,8.74,5.628,4,7,2020,5,27,주말
2020-07-05,11.508,7.026,9.326,6.034,5,7,2020,6,27,주말
2020-07-06,10.302,7.786,9.068,6.372,6,7,2020,0,28,평일
2020-07-07,8.708,7.19,7.532,5.356,7,7,2020,1,28,평일
2020-07-08,10.484,7.906,8.558,6.322,8,7,2020,2,28,평일
2020-07-09,9.5,8.022,8.328,6.148,9,7,2020,3,28,평일
2020-07-10,9.364,6.654,7.49,5.472,10,7,2020,4,28,평일
2020-07-11,11.314,7.334,8.666,6.614,11,7,2020,5,28,주말
2020-07-12,5.756,4.17,4.69,3.666,12,7,2020,6,28,주말
2020-07-13,0.526,0.39,0.416,0.276,13,7,2020,0,29,평일
2020-07-14,7.702,6.208,7.474,4.868,14,7,2020,1,29,평일
2020-07-15,9.75,7.616,8.836,6.432,15,7,2020,2,29,평일
2020-07-16,9.516,7.336,8.544,6.302,16,7,2020,3,29,평일
2020-07-17,9.988,7.232,8.64,5.58,17,7,2020,4,29,평일
2020-07-18,10.198,6.954,7.986,5.786,18,7,2020,5,29,주말
2020-07-19,6.658,4.566,4.626,3.854,19,7,2020,6,29,주말
2020-07-20,7.488,5.63,6.012,5.174,20,7,2020,0,30,평일
2020-07-21,9.018,7.398,8.376,6.346,21,7,2020,1,30,평일
2020-07-22,5.166,4.4,3.874,3.568,22,7,2020,2,30,평일
2020-07-23,0.974,0.76,0.748,0.696,23,7,2020,3,30,평일
2020-07-24,6.256,5.076,5.332,4.168,24,7,2020,4,30,평일
2020-07-25,9.786,7.134,8.114,5.922,25,7,2020,5,30,주말
2020-07-26,9.552,6.432,7.948,5.25,26,7,2020,6,30,주말
2020-07-27,5.268,3.908,4.66,3.006,27,7,2020,0,31,평일
2020-07-28,5.74,4.408,5.142,3.736,28,7,2020,1,31,평일
2020-07-29,2.714,2.544,2.304,1.866,29,7,2020,2,31,평일
2020-07-30,8.03,6.736,7.376,5.396,30,7,2020,3,31,평일
2020-07-31,8.478,7.02,7.68,5.402,31,7,2020,4,31,평일
2020-08-01,3.398,2.652,2.738,2.006,1,8,2020,5,31,주말
2020-08-02,1.234,0.912,0.992,0.752,2,8,2020,6,31,주말
2020-08-03,1.754,1.314,1.314,0.962,3,8,2020,0,32,평일
2020-08-04,4.172,3.838,3.544,2.634,4,8,2020,1,32,평일
2020-08-05,2.71,2.196,1.8,1.686,5,8,2020,2,32,평일
2020-08-06,4.218,3.924,2.924,2.866,6,8,2020,3,32,평일
2020-08-07,5.822,6.078,4.828,4.522,7,8,2020,4,32,평일
2020-08-08,3.216,3.398,2.528,2.596,8,8,2020,5,32,주말
2020-08-09,1.614,1.034,0.836,0.768,9,8,2020,6,32,주말
2020-08-10,2.26,1.59,1.548,1.126,10,8,2020,0,33,평일
2020-08-11,4.214,3.95,3.162,3.062,11,8,2020,1,33,평일
2020-08-12,5.488,6.108,5.17,4.806,12,8,2020,2,33,평일
2020-08-13,5.732,5.998,5.276,4.922,13,8,2020,3,33,평일
2020-08-14,5.806,5.378,4.962,4.504,14,8,2020,4,33,평일
2020-08-15,2.744,2.058,1.868,1.72,15,8,2020,5,33,주말
2020-08-16,5.896,4.596,5.024,3.916,16,8,2020,6,33,주말
2020-08-17,6.52,5.44,6.132,4.37,17,8,2020,0,34,평일
2020-08-18,6.514,6.196,6.404,4.866,18,8,2020,1,34,평일
2020-08-19,7.408,6.54,6.554,5.016,19,8,2020,2,34,평일
2020-08-20,7.354,6.386,6.98,5.13,20,8,2020,3,34,평일
2020-08-21,6.598,5.828,6.416,4.438,21,8,2020,4,34,평일
2020-08-22,3.556,2.628,2.654,2.254,22,8,2020,5,34,주말
2020-08-23,7.844,5.482,7.068,4.45,23,8,2020,6,34,주말
2020-08-24,8.426,6.734,7.754,5.256,24,8,2020,0,35,평일
2020-08-25,7.95,6.694,6.952,5.13,25,8,2020,1,35,평일
2020-08-26,3.776,3.04,3.276,2.222,26,8,2020,2,35,평일
2020-08-27,2.77,2.374,2.602,1.932,27,8,2020,3,35,평일
2020-08-28,5.614,4.892,4.928,3.902,28,8,2020,4,35,평일
2020-08-29,2.886,2.668,2.582,2.194,29,8,2020,5,35,주말
2020-08-30,4.618,3.254,4.39,2.276,30,8,2020,6,35,주말
2020-08-31,7.954,6.51,7.398,4.8,31,8,2020,0,36,평일
2020-09-01,7.52,6.526,8.036,5.138,1,9,2020,1,36,평일
2020-09-02,1.32,1.07,1.294,0.684,2,9,2020,2,36,평일
2020-09-03,7.486,5.364,6.276,3.984,3,9,2020,3,36,평일
2020-09-04,11.718,7.498,10.768,6.056,4,9,2020,4,36,평일
2020-09-05,11.626,7.086,10.566,5.96,5,9,2020,5,36,주말
2020-09-06,5.066,3.646,5.22,2.812,6,9,2020,6,36,주말
2020-09-07,0.352,0.268,0.306,0.162,7,9,2020,0,37,평일
2020-09-08,9.45,7.024,9.858,5.642,8,9,2020,1,37,평일
2020-09-09,6.696,5.316,6.67,3.976,9,9,2020,2,37,평일
2020-09-10,9.912,7.396,9.622,6.034,10,9,2020,3,37,평일
2020-09-11,5.716,4.896,5.692,3.538,11,9,2020,4,37,평일
2020-09-12,3.194,3.146,3.592,2.284,12,9,2020,5,37,주말
2020-09-13,11.15,7.338,12.5,5.908,13,9,2020,6,37,주말
2020-09-14,9.512,7.496,9.474,5.694,14,9,2020,0,38,평일
2020-09-15,10.2,8.17,9.432,6.386,15,9,2020,1,38,평일
2020-09-16,8.346,6.442,6.77,4.914,16,9,2020,2,38,평일
2020-09-17,10.168,8.116,9.13,6.802,17,9,2020,3,38,평일
2020-09-18,11.222,8.948,10.286,7.172,18,9,2020,4,38,평일
2020-09-19,11.734,8.092,11.038,7.37,19,9,2020,5,38,주말
2020-09-20,11.774,7.248,11.18,6.954,20,9,2020,6,38,주말
2020-09-21,10.856,8.168,9.71,6.77,21,9,2020,0,39,평일
2020-09-22,11.164,8.038,9.64,7.054,22,9,2020,1,39,평일
2020-09-23,10.342,7.826,9.274,6.832,23,9,2020,2,39,평일
2020-09-24,9.902,8.356,9.232,6.844,24,9,2020,3,39,평일
2020-09-25,10.43,8.152,9.52,7.156,25,9,2020,4,39,평일
2020-09-26,11.186,8.118,10.144,6.544,26,9,2020,5,39,주말
2020-09-27,10.952,7.354,10.526,6.08,27,9,2020,6,39,주말
2020-09-28,10.354,7.622,9.12,6.07,28,9,2020,0,40,평일
2020-09-29,10.572,7.876,9.116,6.802,29,9,2020,1,40,평일
2020-09-30,5.804,4.854,5.408,5.048,30,9,2020,2,40,주말
2020-10-01,7.512,5.274,7.658,4.614,1,10,2020,3,40,주말
2020-10-02,7.094,4.816,6.902,4.28,2,10,2020,4,40,주말
2020-10-03,9.372,5.756,9.908,5.38,3,10,2020,5,40,주말
2020-10-04,8.1,5.796,8.144,4.82,4,10,2020,6,40,주말
2020-10-05,8.53,6.12,7.862,5.054,5,10,2020,0,41,평일
2020-10-06,8.764,7.168,8.308,5.978,6,10,2020,1,41,평일
2020-10-07,8.748,7.424,8.24,5.952,7,10,2020,2,41,평일
2020-10-08,9.662,7.674,8.75,6.14,8,10,2020,3,41,평일
2020-10-09,10.304,6.892,9.126,6.046,9,10,2020,4,41,주말
2020-10-10,10.206,6.862,9.458,5.76,10,10,2020,5,41,주말
2020-10-11,8.916,6.184,8.756,5.308,11,10,2020,6,41,주말
2020-10-12,8.35,7.09,7.748,5.728,12,10,2020,0,42,평일
2020-10-13,8.53,7.3,7.734,5.69,13,10,2020,1,42,평일
2020-10-14,8.122,6.898,7.38,5.566,14,10,2020,2,42,평일
2020-10-15,7.668,6.984,7.598,5.47,15,10,2020,3,42,평일
2020-10-16,7.566,6.876,7.278,5.34,16,10,2020,4,42,평일
2020-10-17,8.85,6.782,7.832,5.652,17,10,2020,5,42,주말
2020-10-18,8.584,6.212,7.588,5.15,18,10,2020,6,42,주말
2020-10-19,8.19,6.88,7.67,5.584,19,10,2020,0,43,평일
2020-10-20,8.634,7.394,8.202,5.86,20,10,2020,1,43,평일
2020-10-21,8.078,7.25,7.51,5.9,21,10,2020,2,43,평일
2020-10-22,7.732,6.854,7.274,5.55,22,10,2020,3,43,평일
2020-10-23,6.972,6.038,6.778,5.16,23,10,2020,4,43,평일
2020-10-24,7.212,5.692,6.284,4.858,24,10,2020,5,43,주말
2020-10-25,7.296,5.494,6.98,4.974,25,10,2020,6,43,주말
2020-10-26,7.728,6.832,7.698,5.614,26,10,2020,0,44,평일
2020-10-27,8.444,7.14,7.698,5.488,27,10,2020,1,44,평일
2020-10-28,8.122,7.192,7.506,5.572,28,10,2020,2,44,평일
2020-10-29,8.086,6.994,7.53,5.38,29,10,2020,3,44,평일
2020-10-30,8.504,6.662,8.402,5.678,30,10,2020,4,44,평일
2020-10-31,8.696,6.306,7.696,5.462,31,10,2020,5,44,주말
2020-11-01,3.39,2.508,2.494,2.192,1,11,2020,6,44,주말
2020-11-02,7.66,6.742,7.17,5.264,2,11,2020,0,45,평일
2020-11-03,6.096,5.19,5.594,4.08,3,11,2020,1,45,평일
2020-11-04,6.844,5.586,6.11,4.434,4,11,2020,2,45,평일
2020-11-05,7.992,6.262,7.076,4.896,5,11,2020,3,45,평일
2020-11-06,8.818,6.834,7.42,5.452,6,11,2020,4,45,평일
2020-11-07,8.142,5.924,6.972,5.036,7,11,2020,5,45,주말
2020-11-08,6.034,4.77,5.312,3.772,8,11,2020,6,45,주말
2020-11-09,6.662,6.012,6.02,4.422,9,11,2020,0,46,평일
2020-11-10,7.374,6.368,6.558,4.834,10,11,2020,1,46,평일
2020-11-11,8.098,6.684,7.024,5.0,11,11,2020,2,46,평일
2020-11-12,8.06,6.712,6.982,5.162,12,11,2020,3,46,평일
2020-11-13,8.496,6.824,7.602,5.37,13,11,2020,4,46,평일
2020-11-14,8.078,5.938,6.794,4.86,14,11,2020,5,46,주말
2020-11-15,6.926,5.368,5.872,4.29,15,11,2020,6,46,주말
2020-11-16,8.228,6.73,7.342,5.232,16,11,2020,0,47,평일
2020-11-17,7.732,6.308,6.468,4.696,17,11,2020,1,47,평일
2020-11-18,4.078,3.208,3.384,2.416,18,11,2020,2,47,평일
2020-11-19,3.324,2.764,2.816,2.024,19,11,2020,3,47,평일
2020-11-20,5.836,4.714,4.83,3.56,20,11,2020,4,47,평일
2020-11-21,5.568,4.67,4.726,3.86,21,11,2020,5,47,주말
2020-11-22,3.502,2.828,2.558,2.076,22,11,2020,6,47,주말
2020-11-23,5.516,4.456,4.598,3.348,23,11,2020,0,48,평일
2020-11-24,5.67,4.782,4.966,3.446,24,11,2020,1,48,평일
2020-11-25,6.224,4.8,5.344,3.566,25,11,2020,2,48,평일
2020-11-26,5.998,5.038,5.414,3.692,26,11,2020,3,48,평일
2020-11-27,5.314,4.748,4.752,3.444,27,11,2020,4,48,평일
2020-11-28,3.768,3.05,2.874,2.326,28,11,2020,5,48,주말
2020-11-29,3.186,2.638,2.528,2.122,29,11,2020,6,48,주말
2020-11-30,4.862,3.852,3.98,2.704,30,11,2020,0,49,평일
2020-12-01,5.088,4.186,4.396,2.952,1,12,2020,1,49,평일
2020-12-02,5.1,4.386,4.632,3.064,2,12,2020,2,49,평일
2020-12-03,4.582,3.992,4.114,2.846,3,12,2020,3,49,평일
2020-12-04,4.884,3.984,4.278,2.676,4,12,2020,4,49,평일
2020-12-05,4.274,3.408,3.308,2.406,5,12,2020,5,49,주말
2020-12-06,3.926,3.006,3.242,2.496,6,12,2020,6,49,주말
2020-12-07,4.564,3.682,4.15,2.716,7,12,2020,0,50,평일
2020-12-08,4.744,3.712,3.998,2.598,8,12,2020,1,50,평일
2020-12-09,4.86,3.916,4.194,2.708,9,12,2020,2,50,평일
2020-12-10,5.186,4.18,4.548,2.916,10,12,2020,3,50,평일
2020-12-11,5.268,4.244,4.646,2.978,11,12,2020,4,50,평일
2020-12-12,4.148,3.244,3.606,2.612,12,12,2020,5,50,주말
2020-12-13,1.334,1.124,1.048,0.916,13,12,2020,6,50,주말
2020-12-14,2.696,2.08,2.262,1.5,14,12,2020,0,51,평일
2020-12-15,2.678,2.146,2.348,1.568,15,12,2020,1,51,평일
2020-12-16,2.808,2.136,2.24,1.532,16,12,2020,2,51,평일
2020-12-17,3.176,2.462,2.738,1.782,17,12,2020,3,51,평일
2020-12-18,3.11,2.522,2.682,1.708,18,12,2020,4,51,평일
2020-12-19,2.65,1.884,1.912,1.522,19,12,2020,5,51,주말
2020-12-20,2.344,1.834,1.824,1.454,20,12,2020,6,51,주말
2020-12-21,3.602,2.946,3.222,1.892,21,12,2020,0,52,평일
2020-12-22,4.182,3.306,3.708,2.302,22,12,2020,1,52,평일
2020-12-23,4.12,3.382,3.722,2.306,23,12,2020,2,52,평일
2020-12-24,3.878,3.164,3.704,2.24,24,12,2020,3,52,평일
2020-12-25,2.664,2.164,2.49,1.68,25,12,2020,4,52,주말
2020-12-26,3.322,2.77,3.228,2.198,26,12,2020,5,52,주말
2020-12-27,3.528,2.604,3.258,2.038,27,12,2020,6,52,주말
2020-12-28,4.542,3.588,4.506,2.48,28,12,2020,0,53,평일
2020-12-29,3.694,3.054,3.222,2.118,29,12,2020,1,53,평일
2020-12-30,2.366,1.812,2.012,1.174,30,12,2020,2,53,평일
2020-12-31,2.366,2.018,1.988,1.358,31,12,2020,3,53,평일
2021-01-01,2.07,1.65,1.676,1.222,1,1,2021,4,53,주말
2021-01-02,2.062,1.906,1.822,1.44,2,1,2021,5,53,주말
2021-01-03,1.918,1.854,1.81,1.278,3,1,2021,6,53,주말
2021-01-04,3.238,2.716,2.934,1.71,4,1,2021,0,1,평일
2021-01-05,2.864,2.372,2.526,1.53,5,1,2021,1,1,평일
2021-01-06,2.26,1.832,2.018,1.156,6,1,2021,2,1,평일
2021-01-07,0.522,0.5,0.54,0.286,7,1,2021,3,1,평일
2021-01-08,0.76,0.822,0.704,0.48,8,1,2021,4,1,평일
2021-01-09,0.904,0.944,0.778,0.568,9,1,2021,5,1,주말
2021-01-10,1.004,1.0,0.924,0.662,10,1,2021,6,1,주말
2021-01-11,1.816,1.756,1.844,1.184,11,1,2021,0,2,평일
2021-01-12,1.202,1.134,1.156,0.64,12,1,2021,1,2,평일
2021-01-13,1.852,1.666,1.92,0.996,13,1,2021,2,2,평일
2021-01-14,3.056,2.66,3.17,1.864,14,1,2021,3,2,평일
2021-01-15,3.136,2.618,2.83,1.736,15,1,2021,4,2,평일
2021-01-16,2.114,1.988,1.82,1.402,16,1,2021,5,2,주말
2021-01-17,1.644,1.702,1.408,1.142,17,1,2021,6,2,주말
2021-01-18,1.71,1.672,1.742,0.956,18,1,2021,0,3,평일
2021-01-19,2.508,2.366,2.478,1.484,19,1,2021,1,3,평일
2021-01-20,3.408,3.062,3.276,2.004,20,1,2021,2,3,평일
2021-01-21,1.8,1.378,1.376,0.938,21,1,2021,3,3,평일
2021-01-22,3.36,2.908,2.98,1.98,22,1,2021,4,3,평일
2021-01-23,3.894,3.226,3.716,2.322,23,1,2021,5,3,주말
2021-01-24,4.842,3.694,4.734,2.718,24,1,2021,6,3,주말
2021-01-25,5.244,4.354,5.064,2.972,25,1,2021,0,4,평일
2021-01-26,2.346,2.182,2.266,1.584,26,1,2021,1,4,평일
2021-01-27,4.22,3.588,4.19,2.608,27,1,2021,2,4,평일
2021-01-28,2.214,1.944,2.002,1.336,28,1,2021,3,4,평일
2021-01-29,2.332,2.174,1.982,1.426,29,1,2021,4,4,평일
2021-01-30,2.548,2.146,2.244,1.61,30,1,2021,5,4,주말
2021-01-31,3.848,3.012,3.69,2.308,31,1,2021,6,4,주말
2021-02-01,3.898,3.476,3.648,2.306,1,2,2021,0,5,평일
2021-02-02,3.124,2.796,2.606,1.708,2,2,2021,1,5,평일
2021-02-03,3.026,2.71,2.672,1.688,3,2,2021,2,5,평일
